nr,company,location_hq,region,usstate,country,continent,laid_off,date_layoffs,percentage,company_size_before_layoffs,company_size_after_layoffs,industry,stage,money_raised_in__mil,year,latitude,longitude
357,Hyperscience,New York City,,New York,USA,North America,100.0,03.03.22,25,400.0,300.0,Data,Series E,289,2022,"40,7127281","-74,0060152"
358,Adaptive Biotechnology,Seattle,,Washington,USA,North America,100.0,08.03.22,12,833.0,733.0,Healthcare,Post-IPO,406,2022,"47,6038321","-122,330062"
359,Better.com,New York City,,New York,USA,North America,3000.0,08.03.22,33,9091.0,6091.0,Real Estate,Unknown,905,2022,"40,7127281","-74,0060152"
360,Knock,New York City,,New York,USA,North America,115.0,15.03.22,46,250.0,135.0,Real Estate,Unknown,654,2022,"40,7127281","-74,0060152"
361,Trell,Bengaluru,,,India,Asia,300.0,15.03.22,50,600.0,300.0,Retail,Series B,62,2022,"12,98815675","77,62260004"
362,Storytel,Stockholm,,,Sweden,Europe,100.0,17.03.22,10,1000.0,900.0,Media,Post-IPO,275,2022,"59,3251172","18,0710935"
363,Gopuff,Philadelphia,,Pennsylvania,USA,North America,450.0,29.03.22,3,15000.0,14550.0,Food,Series H,3400,2022,"39,9527237","-75,1635262"
364,Thinkific,Vancouver,,,Canada,North America,100.0,29.03.22,20,500.0,400.0,Education,Post-IPO,22,2022,"49,2608724","-123,113952"
365,Rasa,Berlin,,Berlin,Germany,Europe,59.0,30.03.22,40,148.0,89.0,Data,Series B,40,2022,"52,5170365","13,3888599"
366,Legible,Vancouver,,,Canada,North America,23.0,04.04.22,38,61.0,38.0,Media,Post-IPO,3,2022,"49,2608724","-123,113952"
367,Unacademy,Bengaluru,,,India,Asia,1000.0,07.04.22,17,5882.0,4882.0,Education,Series H,838,2022,"12,98815675","77,62260004"
368,Food52,New York City,,New York,USA,North America,20.0,08.04.22,10,200.0,180.0,Food,Acquired,176,2022,"40,7127281","-74,0060152"
369,Rad Power Bikes,Seattle,,Washington,USA,North America,100.0,12.04.22,14,714.0,614.0,Transportation,Series D,329,2022,"47,6038321","-122,330062"
370,Ahead,San Francisco,San Francisco Bay Area,California,USA,North America,44.0,14.04.22,100,44.0,,Healthcare,Unknown,9,2022,"37,7792588","-122,4193286"
371,Blend,San Francisco,San Francisco Bay Area,California,USA,North America,200.0,19.04.22,10,2000.0,1800.0,Finance,Post-IPO,665,2022,"37,7792588","-122,4193286"
372,QuintoAndar,Sao Paulo,,,Brazil,South America,160.0,19.04.22,4,4000.0,3840.0,Real Estate,Series E,755,2022,"-23,5506507","-46,6333824"
373,Facily,Sao Paulo,,,Brazil,South America,260.0,20.04.22,30,867.0,607.0,Retail,Series D,502,2022,"-23,5506507","-46,6333824"
374,Xiaohongshu,Shanghai,,,China,Asia,180.0,21.04.22,9,2000.0,1820.0,Consumer,Series E,917,2022,"31,2312707","121,4700152"
375,Bonsai,Toronto,,,Canada,North America,29.0,26.04.22,34,85.0,56.0,Retail,Series A,27,2022,"43,6534817","-79,3839347"
376,Robinhood,Menlo Park,San Francisco Bay Area,California,USA,North America,340.0,26.04.22,9,3778.0,3438.0,Finance,Post-IPO,5600,2022,"37,4519671","-122,177992"
377,Domestika,Berkeley,San Francisco Bay Area,California,USA,North America,150.0,28.04.22,19,789.0,639.0,Education,Series D,130,2022,"37,8708393","-122,272863"
378,Avo,Tel Aviv,,,Israel,Asia,500.0,01.05.22,67,746.0,246.0,Food,Series B,45,2022,"32,0852997","34,7818064"
379,Cameo,Chicago,,Illinois,USA,North America,87.0,04.05.22,25,348.0,261.0,Consumer,Unknown,165,2022,"41,8755616","-87,6244212"
380,Mainstreet,San Francisco,San Francisco Bay Area,California,USA,North America,45.0,04.05.22,30,150.0,105.0,Finance,Series A,64,2022,"37,7792588","-122,4193286"
381,SEND,Sydney,,,Australia,Oceana,300.0,04.05.22,100,300.0,,Food,Seed,3,2022,"-33,8698439","151,2082848"
382,Mural,San Francisco,San Francisco Bay Area,California,USA,North America,90.0,05.05.22,10,900.0,810.0,Product,Series C,192,2022,"37,7792588","-122,4193286"
383,On Deck,San Francisco,San Francisco Bay Area,California,USA,North America,72.0,05.05.22,25,288.0,216.0,Education,Series A,20,2022,"37,7792588","-122,4193286"
384,Vedantu,Bengaluru,,,India,Asia,200.0,05.05.22,3,6667.0,6467.0,Education,Series E,292,2022,"12,98815675","77,62260004"
385,Reef,Miami,,Florida,USA,North America,750.0,06.05.22,5,15000.0,14250.0,Transportation,Unknown,,2022,"25,7741728","-80,19362"
386,Meero,Paris,,,France,Europe,350.0,09.05.22,50,700.0,350.0,Other,Series C,293,2022,"48,8588897","2,320041022"
387,Vroom,New York City,,New York,USA,North America,270.0,09.05.22,14,1929.0,1659.0,Transportation,Post-IPO,,2022,"40,7127281","-74,0060152"
388,Carvana,Phoenix,,Arizona,USA,North America,2500.0,10.05.22,12,20833.0,18333.0,Transportation,Post-IPO,,2022,"33,4484367","-112,074141"
389,Doma,Huntington Beach,,California,USA,North America,310.0,10.05.22,15,2067.0,1757.0,Finance,Post-IPO,679,2022,"33,6783336","-118,000016"
390,Latch,New York City,,New York,USA,North America,30.0,10.05.22,6,500.0,470.0,Security,Post-IPO,342,2022,"40,7127281","-74,0060152"
391,Pollen,London,,,UK,Europe,200.0,10.05.22,33,606.0,406.0,Travel,Series C,238,2022,"51,4893335","-0,144055085"
392,DataRobot,Boston,,Massachusetts,USA,North America,70.0,11.05.22,7,1000.0,930.0,Data,Series G,1000,2022,"42,3554334","-71,060511"
393,AliExpress Russia,Moscow,,,Russia,Europe,400.0,14.05.22,40,1000.0,600.0,Retail,Acquired,60,2022,"55,7505412","37,6174782"
394,Zak,Sao Paulo,,,Brazil,South America,100.0,16.05.22,40,250.0,150.0,Food,Series A,29,2022,"-23,5506507","-46,6333824"
395,Kry,Stockholm,,,Sweden,Europe,100.0,17.05.22,10,1000.0,900.0,Healthcare,Series D,568,2022,"59,3251172","18,0710935"
396,Netflix,Los Gatos,San Francisco Bay Area,California,USA,North America,150.0,17.05.22,1,15000.0,14850.0,Media,Post-IPO,121900,2022,"37,226611","-121,9746797"
397,Picsart,Miami,,Florida,USA,North America,90.0,17.05.22,8,1125.0,1035.0,Consumer,Series C,195,2022,"25,7741728","-80,19362"
398,Vedantu,Bengaluru,,,India,Asia,424.0,18.05.22,7,6057.0,5633.0,Education,Series E,292,2022,"12,98815675","77,62260004"
399,Cars24,Gurugram,,,India,Asia,600.0,19.05.22,6,10000.0,9400.0,Transportation,Series G,1300,2022,"28,4646148","77,0299194"
400,Latch,New York City,,New York,USA,North America,130.0,20.05.22,28,464.0,334.0,Security,Post-IPO,342,2022,"40,7127281","-74,0060152"
401,Outside,Boulder,,Colorado,USA,North America,87.0,20.05.22,15,580.0,493.0,Media,Series B,174,2022,"40,0149856","-105,270545"
402,Skillz,San Francisco,San Francisco Bay Area,California,USA,North America,70.0,20.05.22,10,700.0,630.0,Consumer,Post-IPO,287,2022,"37,7792588","-122,4193286"
403,MFine,Bengaluru,,,India,Asia,600.0,21.05.22,75,800.0,200.0,Healthcare,Series C,97,2022,"12,98815675","77,62260004"
404,Airtime,New York City,,New York,USA,North America,30.0,23.05.22,20,150.0,120.0,Consumer,Series B,33,2022,"40,7127281","-74,0060152"
405,BeyondMinds,Tel Aviv,,,Israel,Asia,65.0,23.05.22,100,65.0,,Data,Series A,16,2022,"32,0852997","34,7818064"
406,Buenbit,Buenos Aires,,,Argentina,South America,80.0,23.05.22,45,178.0,98.0,Crypto,Series A,11,2022,"-34,6037181","-58,38153"
407,ClickUp,San Diego,,California,USA,North America,60.0,23.05.22,7,857.0,797.0,Other,Series C,537,2022,"32,7174202","-117,162772"
408,Klarna,Stockholm,,,Sweden,Europe,700.0,23.05.22,10,7000.0,6300.0,Finance,Unknown,3700,2022,"59,3251172","18,0710935"
409,Gorillas,Berlin,,Berlin,Germany,Europe,300.0,24.05.22,50,600.0,300.0,Food,Series C,1300,2022,"52,5170365","13,3888599"
410,Bolt,San Francisco,San Francisco Bay Area,California,USA,North America,240.0,25.05.22,27,889.0,649.0,Finance,Series E,1300,2022,"37,7792588","-122,4193286"
411,Coterie Insurance,Cincinnati,,Ohio,USA,North America,30.0,25.05.22,20,150.0,120.0,Finance,Series B,70,2022,"39,1014537","-84,5124602"
412,Kontist,Berlin,,Berlin,Germany,Europe,50.0,25.05.22,25,200.0,150.0,Finance,Series B,53,2022,"52,5170365","13,3888599"
413,Lacework,Mountain View,San Francisco Bay Area,California,USA,North America,300.0,25.05.22,20,1500.0,1200.0,Security,Series D,1900,2022,"37,3893889","-122,0832101"
414,Nuri,Berlin,,Berlin,Germany,Europe,45.0,25.05.22,20,225.0,180.0,Finance,Series B,42,2022,"52,5170365","13,3888599"
415,Bitso,Mexico City,,,Mexico,North America,80.0,26.05.22,11,727.0,647.0,Crypto,Series C,378,2022,"19,4326296","-99,1331785"
416,VTEX,Sao Paulo,,,Brazil,South America,200.0,26.05.22,13,1538.0,1338.0,Retail,Post-IPO,365,2022,"-23,5506507","-46,6333824"
417,FrontRow,Bengaluru,,,India,Asia,145.0,27.05.22,30,483.0,338.0,Education,Series A,17,2022,"12,98815675","77,62260004"
418,Uncapped,London,,,UK,Europe,29.0,27.05.22,26,112.0,83.0,Finance,Unknown,118,2022,"51,4893335","-0,144055085"
419,Mobile Premier League,Bengaluru,,,India,Asia,100.0,30.05.22,10,1000.0,900.0,Consumer,Series E,375,2022,"12,98815675","77,62260004"
420,SumUp,Sao Paulo,,,Brazil,South America,100.0,30.05.22,3,3333.0,3233.0,Finance,Unknown,50,2022,"-23,5506507","-46,6333824"
421,SWVL,Dubai,,,United Arabian Emirates,Asia,400.0,30.05.22,32,1250.0,850.0,Transportation,Post-IPO,132,2022,"25,276987","55,296249"
422,BookClub,Salt Lake City,,Utah,USA,North America,12.0,31.05.22,25,48.0,36.0,Education,Series A,26,2022,"40,7596198","-111,886797"
423,Tomo,Stamford,,Connecticut,USA,North America,44.0,31.05.22,33,133.0,89.0,Finance,Series A,110,2022,"41,0534302","-73,5387341"
424,2TM,Sao Paulo,,,Brazil,South America,90.0,01.06.22,12,750.0,660.0,Crypto,Unknown,250,2022,"-23,5506507","-46,6333824"
425,Curve,London,,,UK,Europe,65.0,01.06.22,10,650.0,585.0,Finance,Series C,182,2022,"51,4893335","-0,144055085"
426,Cybereason,Boston,,Massachusetts,USA,North America,100.0,01.06.22,6,1667.0,1567.0,Security,Series F,750,2022,"42,3554334","-71,060511"
427,Impala,London,,,UK,Europe,30.0,01.06.22,35,86.0,56.0,Travel,Series B,32,2022,"51,4893335","-0,144055085"
428,Loom,San Francisco,San Francisco Bay Area,California,USA,North America,34.0,01.06.22,14,243.0,209.0,Product,Series C,203,2022,"37,7792588","-122,4193286"
429,Udayy,Gurugram,,,India,Asia,100.0,01.06.22,100,100.0,,Education,Seed,2,2022,"28,4646148","77,0299194"
430,Carbon Health,San Francisco,San Francisco Bay Area,California,USA,North America,250.0,02.06.22,8,3125.0,2875.0,Healthcare,Series D,522,2022,"37,7792588","-122,4193286"
431,Gather,Palo Alto,San Francisco Bay Area,California,USA,North America,30.0,02.06.22,33,91.0,61.0,Consumer,Series B,76,2022,"37,4443293","-122,1598465"
432,Gemini,New York City,,New York,USA,North America,100.0,02.06.22,10,1000.0,900.0,Crypto,Unknown,423,2022,"40,7127281","-74,0060152"
433,IRL,Berkeley,San Francisco Bay Area,California,USA,North America,25.0,02.06.22,25,100.0,75.0,Consumer,Series C,197,2022,"37,8708393","-122,272863"
434,PolicyGenius,New York City,,New York,USA,North America,170.0,02.06.22,25,680.0,510.0,Finance,Series E,286,2022,"40,7127281","-74,0060152"
435,Stord,Atlanta,,Georgia,USA,North America,59.0,02.06.22,8,738.0,679.0,Logistics,Series D,325,2022,"33,7489924","-84,3902644"
436,Yojak,Gurugram,,,India,Asia,140.0,02.06.22,50,280.0,140.0,Construction,Seed,3,2022,"28,4646148","77,0299194"
437,Food52,New York City,,New York,USA,North America,21.0,03.06.22,15,140.0,119.0,Food,Acquired,176,2022,"40,7127281","-74,0060152"
438,Superhuman,San Francisco,San Francisco Bay Area,California,USA,North America,23.0,03.06.22,22,105.0,82.0,Consumer,Series C,108,2022,"37,7792588","-122,4193286"
439,Dutchie,Bend,,Oregon,USA,North America,50.0,06.06.22,7,714.0,664.0,Other,Series D,603,2022,"44,0581728","-121,3153096"
440,Bird,Los Angeles,,California,USA,North America,138.0,07.06.22,23,600.0,462.0,Transportation,Post-IPO,783,2022,"34,0536909","-118,242766"
441,Cazoo,London,,,UK,Europe,750.0,07.06.22,15,5000.0,4250.0,Transportation,Post-IPO,2000,2022,"51,4893335","-0,144055085"
442,Rupeek,Bengaluru,,,India,Asia,180.0,07.06.22,15,1200.0,1020.0,Finance,Unknown,172,2022,"12,98815675","77,62260004"
443,iPrice Group,Kuala Lumpur,,,Malaysia,Asia,50.0,08.06.22,20,250.0,200.0,Retail,Unknown,26,2022,"3,1516964","101,6942371"
444,Sonder,San Francisco,San Francisco Bay Area,California,USA,North America,250.0,08.06.22,21,1190.0,940.0,Travel,Post-IPO,839,2022,"37,7792588","-122,4193286"
445,Truepill,Hayward,San Francisco Bay Area,California,USA,North America,150.0,08.06.22,15,1000.0,850.0,Healthcare,Series D,255,2022,"37,6688205","-122,080796"
446,Boozt,Malmö,,,Sweden,Europe,70.0,09.06.22,5,1400.0,1330.0,Retail,Post-IPO,56,2022,"55,6052931","13,0001566"
447,Convoy,Seattle,,Washington,USA,North America,90.0,09.06.22,7,1286.0,1196.0,Logistics,Series E,1100,2022,"47,6038321","-122,330062"
448,Hologram,Chicago,,Illinois,USA,North America,80.0,09.06.22,40,200.0,120.0,Infrastructure,Series B,82,2022,"41,8755616","-87,6244212"
449,OneTrust,Atlanta,,Georgia,USA,North America,950.0,09.06.22,25,3800.0,2850.0,Security,Series C,926,2022,"33,7489924","-84,3902644"
450,Preply,Boston,,Massachusetts,USA,North America,26.0,09.06.22,5,520.0,494.0,Education,Series C,100,2022,"42,3554334","-71,060511"
451,Stashaway,Singapore,,,Singapore,Asia,31.0,09.06.22,14,221.0,190.0,Finance,Series D,61,2022,"1,2899175","103,8519072"
452,Stitch Fix,San Francisco,San Francisco Bay Area,California,USA,North America,330.0,09.06.22,15,2200.0,1870.0,Retail,Post-IPO,79,2022,"37,7792588","-122,4193286"
453,The Grommet,Boston,,Massachusetts,USA,North America,40.0,09.06.22,100,40.0,,Retail,Acquired,5,2022,"42,3554334","-71,060511"
454,Albert,Los Angeles,,California,USA,North America,20.0,10.06.22,8,250.0,230.0,Finance,Series C,175,2022,"34,0536909","-118,242766"
455,Berlin Brands Group,Berlin,,Berlin,Germany,Europe,100.0,10.06.22,10,1000.0,900.0,Retail,Unknown,1000,2022,"52,5170365","13,3888599"
456,Crypto.com,Singapore,,,Singapore,Asia,260.0,10.06.22,5,5200.0,4940.0,Crypto,Unknown,156,2022,"1,2899175","103,8519072"
457,FarEye,New Delhi,,,India,Asia,250.0,10.06.22,30,833.0,583.0,Logistics,Series E,150,2022,"28,6138954","77,2090057"
458,Freetrade,London,,,UK,Europe,45.0,10.06.22,15,300.0,255.0,Finance,Unknown,133,2022,"51,4893335","-0,144055085"
459,Sanar,Sao Paulo,,,Brazil,South America,60.0,10.06.22,20,300.0,240.0,Healthcare,Unknown,11,2022,"-23,5506507","-46,6333824"
460,BlockFi,New York City,,New York,USA,North America,250.0,13.06.22,20,1250.0,1000.0,Crypto,Series E,1000,2022,"40,7127281","-74,0060152"
461,Studio,San Francisco,San Francisco Bay Area,California,USA,North America,33.0,13.06.22,40,83.0,50.0,Education,Series B,50,2022,"37,7792588","-122,4193286"
462,Wave Sports and Entertainment,Los Angeles,,California,USA,North America,56.0,13.06.22,33,170.0,114.0,Media,Series B,65,2022,"34,0536909","-118,242766"
463,Breathe,New Delhi,,,India,Asia,50.0,14.06.22,33,152.0,102.0,Healthcare,Series A,6,2022,"28,6138954","77,2090057"
464,Coinbase,San Francisco,San Francisco Bay Area,California,USA,North America,1100.0,14.06.22,18,6111.0,5011.0,Crypto,Post-IPO,549,2022,"37,7792588","-122,4193286"
465,Compass,New York City,,New York,USA,North America,450.0,14.06.22,10,4500.0,4050.0,Real Estate,Post-IPO,,2022,"40,7127281","-74,0060152"
466,Redfin,Seattle,,Washington,USA,North America,470.0,14.06.22,8,5875.0,5405.0,Real Estate,Post-IPO,319,2022,"47,6038321","-122,330062"
467,Sami,Sao Paulo,,,Brazil,South America,75.0,14.06.22,15,500.0,425.0,Healthcare,Unknown,36,2022,"-23,5506507","-46,6333824"
468,TIFIN,Boulder,,Colorado,USA,North America,24.0,14.06.22,10,240.0,216.0,Crypto,Series D,204,2022,"40,0149856","-105,270545"
469,Notarize,Boston,,Massachusetts,USA,North America,110.0,15.06.22,25,440.0,330.0,Legal,Series D,213,2022,"42,3554334","-71,060511"
470,OpenWeb,Tel Aviv,,,Israel,Asia,14.0,15.06.22,5,280.0,266.0,Media,Series E,223,2022,"32,0852997","34,7818064"
471,Swappie,Helsinki,,,Finland,Europe,250.0,15.06.22,17,1471.0,1221.0,Retail,Series C,169,2022,"60,1674881","24,9427473"
472,Swyft,Toronto,,,Canada,North America,10.0,15.06.22,30,33.0,23.0,Logistics,Series A,20,2022,"43,6534817","-79,3839347"
473,Tonkean,Palo Alto,San Francisco Bay Area,California,USA,North America,23.0,15.06.22,23,100.0,77.0,Other,Series B,83,2022,"37,4443293","-122,1598465"
474,Wealthsimple,Toronto,,,Canada,North America,159.0,15.06.22,13,1223.0,1064.0,Finance,Unknown,900,2022,"43,6534817","-79,3839347"
475,Weee!,Fremont,San Francisco Bay Area,California,USA,North America,150.0,15.06.22,10,1500.0,1350.0,Food,Series E,863,2022,"37,5482697","-121,988571"
476,JOKR,New York City,,New York,USA,North America,50.0,16.06.22,5,1000.0,950.0,Food,Series B,430,2022,"40,7127281","-74,0060152"
477,Zumper,San Francisco,San Francisco Bay Area,California,USA,North America,45.0,16.06.22,15,300.0,255.0,Real Estate,Series D,178,2022,"37,7792588","-122,4193286"
478,Finite State,Columbus,,Ohio,USA,North America,16.0,17.06.22,20,80.0,64.0,Security,Series B,49,2022,"39,9622601","-83,0007065"
479,Socure,Reno,,Nevada,USA,North America,69.0,17.06.22,13,531.0,462.0,Finance,Series E,646,2022,"39,5261206","-119,8126581"
480,Unacademy,Bengaluru,,,India,Asia,150.0,18.06.22,3,5000.0,4850.0,Education,Series H,838,2022,"12,98815675","77,62260004"
481,BitOasis,Dubai,,,United Arabian Emirates,Asia,9.0,19.06.22,5,180.0,171.0,Crypto,Series B,30,2022,"25,276987","55,296249"
482,CityMall,Gurugram,,,India,Asia,191.0,19.06.22,30,637.0,446.0,Retail,Series C,112,2022,"28,4646148","77,0299194"
483,Aqgromalin,Chennai,,,India,Asia,80.0,20.06.22,30,267.0,187.0,Food,Unknown,12,2022,"13,0836939","80,270186"
484,Bonsai,Toronto,,,Canada,North America,30.0,20.06.22,55,55.0,25.0,Retail,Series A,27,2022,"43,6534817","-79,3839347"
485,Brighte,Sydney,,,Australia,Oceana,30.0,20.06.22,15,200.0,170.0,Energy,Series C,145,2022,"-33,8698439","151,2082848"
486,SummerBio,Menlo Park,San Francisco Bay Area,California,USA,North America,101.0,20.06.22,100,101.0,,Healthcare,Unknown,7,2022,"37,4519671","-122,177992"
487,Trax,Singapore,,,Singapore,Asia,100.0,20.06.22,12,833.0,733.0,Retail,Series E,1000,2022,"1,2899175","103,8519072"
488,Community,Los Angeles,,California,USA,North America,40.0,21.06.22,30,133.0,93.0,Marketing,Unknown,40,2022,"34,0536909","-118,242766"
489,Ebanx,Curitiba,,,Brazil,South America,340.0,21.06.22,20,1700.0,1360.0,Finance,Series B,460,2022,"-25,4295963","-49,2712724"
490,Sourcegraph,San Francisco,San Francisco Bay Area,California,USA,North America,24.0,21.06.22,8,300.0,276.0,Product,Series D,248,2022,"37,7792588","-122,4193286"
491,IronNet,Washington DC,,District of Columbia,USA,North America,90.0,22.06.22,35,257.0,167.0,Security,Post-IPO,410,2022,"38,8950368","-77,0365427"
492,MasterClass,San Francisco,San Francisco Bay Area,California,USA,North America,120.0,22.06.22,20,600.0,480.0,Education,Series E,461,2022,"37,7792588","-122,4193286"
493,Ritual,Toronto,,,Canada,North America,23.0,22.06.22,16,144.0,121.0,Food,Series C,134,2022,"43,6534817","-79,3839347"
494,Superpedestrian,Boston,,Massachusetts,USA,North America,35.0,22.06.22,7,500.0,465.0,Transportation,Series C,261,2022,"42,3554334","-71,060511"
495,Voi,Stockholm,,,Sweden,Europe,35.0,22.06.22,10,350.0,315.0,Transportation,Series D,515,2022,"59,3251172","18,0710935"
496,Aura,Boston,,Massachusetts,USA,North America,70.0,23.06.22,9,778.0,708.0,Security,Series F,500,2022,"42,3554334","-71,060511"
497,Netflix,Los Gatos,San Francisco Bay Area,California,USA,North America,300.0,23.06.22,3,10000.0,9700.0,Media,Post-IPO,121900,2022,"37,226611","-121,9746797"
498,Pipl,Spokane,,Washington,USA,North America,22.0,23.06.22,13,169.0,147.0,Security,Unknown,19,2022,"47,6571934","-117,42351"
499,Vouch,San Francisco,San Francisco Bay Area,California,USA,North America,15.0,23.06.22,7,214.0,199.0,Finance,Series C,159,2022,"37,7792588","-122,4193286"
500,Voyage SMS,Los Angeles,,California,USA,North America,8.0,23.06.22,13,62.0,54.0,Marketing,Unknown,10,2022,"34,0536909","-118,242766"
501,Bestow,Dallas,,Texas,USA,North America,41.0,24.06.22,14,293.0,252.0,Finance,Series C,137,2022,"32,7762719","-96,7968559"
502,Bitpanda,Vienna,,,Austria,Europe,270.0,24.06.22,27,1000.0,730.0,Crypto,Series C,546,2022,"48,2083537","16,3725042"
503,Ethos Life,San Francisco,San Francisco Bay Area,California,USA,North America,40.0,24.06.22,12,333.0,293.0,Finance,Series D,406,2022,"37,7792588","-122,4193286"
504,Sunday,Atlanta,,Georgia,USA,North America,90.0,24.06.22,23,391.0,301.0,Finance,Series A,124,2022,"33,7489924","-84,3902644"
505,AppLovin,Palo Alto,San Francisco Bay Area,California,USA,North America,300.0,27.06.22,12,2500.0,2200.0,Marketing,Post-IPO,1600,2022,"37,4443293","-122,1598465"
506,Banxa,Melbourne,,,Australia,Oceana,70.0,27.06.22,30,233.0,163.0,Crypto,Post-IPO,13,2022,"-37,8142454","144,9631732"
507,SafeGraph,San Francisco,San Francisco Bay Area,California,USA,North America,27.0,27.06.22,25,108.0,81.0,Data,Series B,61,2022,"37,7792588","-122,4193286"
508,Udaan,Bengaluru,,,India,Asia,180.0,27.06.22,4,4500.0,4320.0,Retail,Unknown,,2022,"12,98815675","77,62260004"
509,UiPath,New York City,,New York,USA,North America,210.0,27.06.22,5,4200.0,3990.0,Data,Post-IPO,2000,2022,"40,7127281","-74,0060152"
510,Bright Machines,San Francisco,San Francisco Bay Area,California,USA,North America,30.0,28.06.22,8,375.0,345.0,Data,Unknown,250,2022,"37,7792588","-122,4193286"
511,HealthMatch,Sydney,,,Australia,Oceana,18.0,28.06.22,50,36.0,18.0,Healthcare,Series B,20,2022,"-33,8698439","151,2082848"
512,Huobi,Bejing,,,China,Asia,300.0,28.06.22,30,1000.0,700.0,Crypto,Unknown,2,2022,"39,9057136","116,3912972"
513,Sidecar Health,Los Angeles,,California,USA,North America,110.0,28.06.22,40,275.0,165.0,Healthcare,Series C,163,2022,"34,0536909","-118,242766"
514,StockX,Detroit,,Michigan,USA,North America,120.0,28.06.22,8,1500.0,1380.0,Retail,Series E,690,2022,"42,3315509","-83,0466403"
515,Vezeeta,Dubai,,,United Arabian Emirates,Asia,50.0,28.06.22,10,500.0,450.0,Healthcare,Series D,71,2022,"25,276987","55,296249"
516,Baton,San Francisco,San Francisco Bay Area,California,USA,North America,16.0,29.06.22,25,64.0,48.0,Transportation,Series A,13,2022,"37,7792588","-122,4193286"
517,Clutch,Toronto,,,Canada,North America,76.0,29.06.22,22,345.0,269.0,Transportation,Series B,153,2022,"43,6534817","-79,3839347"
518,Niantic,San Francisco,San Francisco Bay Area,California,USA,North America,85.0,29.06.22,8,1063.0,978.0,Consumer,Series D,770,2022,"37,7792588","-122,4193286"
519,Oye Rickshaw,New Delhi,,,India,Asia,40.0,29.06.22,20,200.0,160.0,Transportation,Unknown,13,2022,"28,6138954","77,2090057"
520,Qumulo,Seattle,,Washington,USA,North America,80.0,29.06.22,19,421.0,341.0,Data,Series E,347,2022,"47,6038321","-122,330062"
521,Rows,Berlin,,Berlin,Germany,Europe,18.0,29.06.22,30,60.0,42.0,Other,Series B,25,2022,"52,5170365","13,3888599"
522,Substack,San Francisco,San Francisco Bay Area,California,USA,North America,13.0,29.06.22,14,93.0,80.0,Media,Series B,82,2022,"37,7792588","-122,4193286"
523,Unity,San Francisco,San Francisco Bay Area,California,USA,North America,200.0,29.06.22,4,5000.0,4800.0,Other,Post-IPO,1300,2022,"37,7792588","-122,4193286"
524,Abra,Mountain View,San Francisco Bay Area,California,USA,North America,12.0,30.06.22,5,240.0,228.0,Crypto,Series C,106,2024,"37,3893889","-122,0832101"
525,Crejo.Fun,Bengaluru,,,India,Asia,170.0,30.06.22,100,170.0,,Education,Seed,3,2022,"12,98815675","77,62260004"
526,Enjoy,Mountain View,San Francisco Bay Area,California,USA,North America,400.0,30.06.22,18,2222.0,1822.0,Retail,Post-IPO,310,2022,"37,3893889","-122,0832101"
527,Finleap Connect,Hamburg,,Hamburg,Germany,Europe,14.0,30.06.22,10,140.0,126.0,Finance,Series A,22,2022,"53,550341","10,000654"
528,Nate,New York City,,New York,USA,North America,30.0,30.06.22,20,150.0,120.0,Retail,Series A,47,2022,"40,7127281","-74,0060152"
529,Stash Financial,New York City,,New York,USA,North America,40.0,30.06.22,8,500.0,460.0,Finance,Unknown,480,2022,"40,7127281","-74,0060152"
530,Stream,Boulder,,Colorado,USA,North America,20.0,30.06.22,12,167.0,147.0,Product,Series B,58,2022,"40,0149856","-105,270545"
531,Canoo,Los Angeles,,California,USA,North America,58.0,01.07.22,6,967.0,909.0,Transportation,Post-IPO,300,2022,"34,0536909","-118,242766"
532,Teleport,Oakland,San Francisco Bay Area,California,USA,North America,15.0,01.07.22,6,250.0,235.0,Infrastructure,Series C,169,2022,"37,8044557","-122,271356"
533,WanderJaunt,San Francisco,San Francisco Bay Area,California,USA,North America,85.0,01.07.22,100,85.0,,Travel,Series B,26,2022,"37,7792588","-122,4193286"
534,Celsius,New York City,,New York,USA,North America,150.0,03.07.22,25,600.0,450.0,Crypto,Series B,864,2022,"40,7127281","-74,0060152"
535,Lendis,Berlin,,Berlin,Germany,Europe,18.0,04.07.22,15,120.0,102.0,Other,Series A,90,2022,"52,5170365","13,3888599"
536,Lightricks,Jerusalem,,,Israel,Asia,80.0,04.07.22,12,667.0,587.0,Consumer,Series D,335,2022,"31,78847185","35,21879441"
537,Sendle,Sydney,,,Australia,Oceana,27.0,04.07.22,12,225.0,198.0,Logistics,Series C,69,2022,"-33,8698439","151,2082848"
538,Bizzabo,New York City,,New York,USA,North America,120.0,05.07.22,30,400.0,280.0,Marketing,Series E,194,2022,"40,7127281","-74,0060152"
539,Bullish,Hong Kong,,,Hong Kong,Asia,30.0,05.07.22,8,375.0,345.0,Crypto,Unknown,300,2022,"22,2793278","114,1628131"
540,eToro,Tel Aviv,,,Israel,Asia,100.0,05.07.22,6,1667.0,1567.0,Finance,Unknown,322,2022,"32,0852997","34,7818064"
541,Loft,Sao Paulo,,,Brazil,South America,384.0,05.07.22,12,3200.0,2816.0,Real Estate,Unknown,788,2022,"-23,5506507","-46,6333824"
542,Outschool,San Francisco,San Francisco Bay Area,California,USA,North America,31.0,05.07.22,18,172.0,141.0,Education,Series D,240,2022,"37,7792588","-122,4193286"
